name,seed,OA,AA,kappa,train_time_s
QHSA-8q-PCA,42,99.49349333748928,99.01766087663398,99.32867816772763,1190.491192817688
QHSA-4q-TruncSVD,42,99.47790851710434,99.00133328515639,99.30795006194619,997.3351156711578
